INSTNM,OPEID,REGION,SAT_AVG_ALL,PCTPELL,PCTFLOAN,ADM_RATE_ALL,UG,AVGFACSAL,COMPL_RPY_5YR_RT,DEBT_MDN,MEDIAN_HH_INC,ICLEVEL,HIGHDEG,CONTROL,WOMENONLY,MENONLY,LOCALE,Tuition,Degree_Type,Ownership,Regions,Locales,Locale_Short
L'esprit Academy,4158400,3,,0.3822,0.3398,,,,PrivacySuppressed,6500,,3,1,3,0.0,0.0,13.0,12913.0,Certificate,Private for-profit,Great Lakes,City: Small,City
Marketti Academy of Cosmetology,4159300,3,,0.2353,0.1765,,,,,4800,,3,1,3,0.0,0.0,21.0,8392.0,Certificate,Private for-profit,Great Lakes,Suburb: Large,Suburb
CenterPoint Massage and Shiatsu Therapy School and Clinic,4148800,4,,0.4932,0.6986,,,,PrivacySuppressed,9500,,3,1,3,0.0,0.0,21.0,13846.0,Certificate,Private for-profit,Plains,Suburb: Large,Suburb
Avalon School of Cosmetology,4160500,4,,0.4634,0.0,,,,,PrivacySuppressed,,2,1,3,0.0,0.0,33.0,4351.0,Certificate,Private for-profit,Plains,Town: Remote,Town
American Business and Technology University,4118700,4,,0.3049,0.1662,,,630.0,PrivacySuppressed,16976,,1,3,3,0.0,0.0,13.0,24551.0,Bachelors,Private for-profit,Plains,City: Small,City
City Vision University,4119100,4,,0.625,0.4167,,,,,3300,,1,3,2,0.0,0.0,11.0,6810.0,Bachelors,Private non-profit,Plains,City: Large,City
Transformed Barber and Cosmetology Academy,4145200,4,,0.7407,0.4963,,,,PrivacySuppressed,8442,,3,1,3,0.0,0.0,11.0,16502.0,Certificate,Private for-profit,Plains,City: Large,City
Bitterroot School of Cosmetology,4163700,7,,0.8723,0.6596,,,,PrivacySuppressed,8000,,2,1,3,0.0,0.0,33.0,5179.0,Certificate,Private for-profit,Rocky Mtns,Town: Remote,Town
Montana Academy of Salons,4164100,7,,0.375,0.4444,,,,PrivacySuppressed,7388,,2,1,3,0.0,0.0,13.0,11672.0,Certificate,Private for-profit,Rocky Mtns,City: Small,City
National Career Institute,4154900,2,,0.866,1.0,,,,PrivacySuppressed,6756,,3,1,3,0.0,0.0,21.0,25922.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Toni & Guy Hairdressing Academy-Albuquerque,4162400,6,,0.5918,0.7449,,,,PrivacySuppressed,10550,,3,1,3,0.0,0.0,11.0,13427.0,Certificate,Private for-profit,South West,City: Large,City
International Academy of Style,4144800,8,,0.7101,0.787,,,,PrivacySuppressed,7947,,2,1,3,0.0,0.0,12.0,10867.0,Certificate,Private for-profit,Far West,City: Midsize,City
EDP School of Computer Programming,4117100,2,,0.968,0.0,,,,,PrivacySuppressed,,3,1,2,0.0,0.0,11.0,8492.0,Certificate,Private non-profit,Mid East,City: Large,City
New York Medical Career Training Center,4133700,2,,0.122,0.1248,,,,PrivacySuppressed,4718,,2,1,3,0.0,0.0,11.0,15424.0,Certificate,Private for-profit,Mid East,City: Large,City
Institute of Culinary Education,4144300,2,,0.3141,0.5315,,,,PrivacySuppressed,6439,,3,1,3,0.0,0.0,11.0,44152.0,Certificate,Private for-profit,Mid East,City: Large,City
The Salon Professional Academy-Tonawanda,4151200,2,,0.3448,0.3744,,,,PrivacySuppressed,6333,,3,1,3,0.0,0.0,21.0,14165.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Onondaga School of Therapeutic Massage-Syracuse,4155300,2,,0.4321,0.5926,,,,PrivacySuppressed,8769,,3,1,3,0.0,0.0,12.0,15920.0,Certificate,Private for-profit,Mid East,City: Midsize,City
Academy of Cosmetology and Esthetics NYC,4156000,2,,0.4468,0.4326,,,,PrivacySuppressed,5500,,3,1,3,0.0,0.0,11.0,18003.0,Certificate,Private for-profit,Mid East,City: Large,City
Finger Lakes School of Massage,4167600,2,,0.5288,0.7277,,,,PrivacySuppressed,7917,,3,1,3,0.0,0.0,23.0,18339.0,Certificate,Private for-profit,Mid East,Suburb: Small,Suburb
Four County Career Center,4068300,3,,0.0038,0.0,,,,,PrivacySuppressed,,3,1,1,0.0,0.0,42.0,,Certificate,Public,Great Lakes,Rural: Distant,Rural
Vanity School of Cosmetology,4151400,3,,0.7979,0.6596,,,,PrivacySuppressed,7267.5,,2,1,3,0.0,0.0,22.0,9106.0,Certificate,Private for-profit,Great Lakes,Suburb: Midsize,Suburb
Summit Salon Academy-Perrysburg,4166800,3,,0.3486,0.7615,,,,PrivacySuppressed,12000,,2,1,3,0.0,0.0,21.0,8855.0,Certificate,Private for-profit,Great Lakes,Suburb: Large,Suburb
Portland Actors Conservatory,4146500,8,,0.2917,0.8333,0.89473684210526,,,PrivacySuppressed,16000,,2,1,2,0.0,0.0,11.0,18410.0,Certificate,Private non-profit,Far West,City: Large,City
Somerset County Technology Center,4149800,2,,0.5259,0.3017,,,,PrivacySuppressed,12520,,2,1,1,0.0,0.0,41.0,9547.0,Certificate,Public,Mid East,Rural: Fringe,Rural
Metro Beauty Academy,4158000,2,,0.4018,0.4622,,,,0.615384615,8028,,3,1,3,0.0,0.0,21.0,20798.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Academy for Careers and Technology,4083300,5,,0.9394,0.0,,,,,PrivacySuppressed,,3,1,1,0.0,0.0,41.0,7870.0,Certificate,Public,South East,Rural: Fringe,Rural
Aiken School of Cosmetology and Barbering,4158100,5,,0.6349,0.5238,,,,PrivacySuppressed,6500,,3,1,3,0.0,0.0,21.0,15539.0,Certificate,Private for-profit,South East,Suburb: Large,Suburb
Love Beauty School Inc,4157200,5,,0.74,0.63,,,,PrivacySuppressed,6438.5,,3,1,3,0.0,0.0,32.0,7281.0,Certificate,Private for-profit,South East,Town: Distant,Town
Professional Career Training Institute,4082300,6,,0.9365,0.7381,,,,PrivacySuppressed,6900,,3,1,3,0.0,0.0,11.0,26515.0,Certificate,Private for-profit,South West,City: Large,City
Houston International College Cardiotech Ultrasound School,4138500,6,,0.45,0.5833,,,2943.0,PrivacySuppressed,14750,,2,1,3,0.0,0.0,11.0,26447.0,Certificate,Private for-profit,South West,City: Large,City
DuVall's School of Cosmetology,4154800,6,,0.3986,0.4476,,,,0.55,7917,,3,1,3,0.0,0.0,21.0,14487.0,Certificate,Private for-profit,South West,Suburb: Large,Suburb
Advanced Beauty College,4155800,6,,0.4731,0.0,,,,,PrivacySuppressed,,3,1,3,0.0,0.0,12.0,,Certificate,Private for-profit,South West,City: Midsize,City
Texas Beauty College,4158500,6,,0.0105,0.0,,,,,PrivacySuppressed,,3,1,3,0.0,0.0,21.0,2507.0,Certificate,Private for-profit,South West,Suburb: Large,Suburb
Avenue Five Institute,4160700,6,,0.4238,0.4903,,,,PrivacySuppressed,7917,,3,1,3,0.0,0.0,11.0,20089.0,Certificate,Private for-profit,South West,City: Large,City
The Salon Professional Academy-Lewisville,4165800,6,,0.4034,0.4286,,,,PrivacySuppressed,9833,,3,1,3,0.0,0.0,21.0,14954.0,Certificate,Private for-profit,South West,Suburb: Large,Suburb
Renaissance Academie,4153000,7,,0.5462,0.5966,,,,PrivacySuppressed,10556,,3,1,3,0.0,0.0,12.0,13570.0,Certificate,Private for-profit,Rocky Mtns,City: Midsize,City
Bethel College,4153800,5,,0.5439,0.6667,,,,PrivacySuppressed,18687,,1,3,2,0.0,0.0,12.0,16126.0,Bachelors,Private non-profit,South East,City: Midsize,City
Institute of Advanced Medical Esthetics,4156200,5,,0.6316,0.6579,,,,PrivacySuppressed,7135,,3,1,3,0.0,0.0,21.0,13276.0,Certificate,Private for-profit,South East,Suburb: Large,Suburb
Gary Manuel Aveda Institute,4149400,8,,0.4294,0.5471,,,,0.617647059,7917,,3,1,3,0.0,0.0,11.0,16523.0,Certificate,Private for-profit,Far West,City: Large,City
Northwest School of Wooden Boat Building,4155000,8,,0.2623,0.4918,,,4514.0,PrivacySuppressed,10494,,2,2,2,0.0,0.0,41.0,20261.0,Associates,Private non-profit,Far West,Rural: Fringe,Rural
Pinchot University,4161200,8,,,,,,3154.0,,PrivacySuppressed,,1,4,2,0.0,0.0,11.0,,Graduate,Private non-profit,Far West,City: Large,City
The Salon Professional Academy-Onalaska,4157700,3,,0.7154,0.8943,,,,PrivacySuppressed,12000,,2,1,3,0.0,0.0,13.0,12725.0,Certificate,Private for-profit,Great Lakes,City: Small,City
Brightwood College-Chula Vista,2091702,8,,0.7759999999999999,0.5058,,,3769.0,0.472727273,9359.5,,2,2,3,0.0,0.0,21.0,22166.0,Associates,Private for-profit,Far West,Suburb: Large,Suburb
West Coast University-Orange County,3698301,8,,0.3893,0.5687,0.85,,7528.0,0.828066915,26500,,1,3,3,0.0,0.0,11.0,43884.0,Bachelors,Private for-profit,Far West,City: Large,City
West Coast University-Ontario,3698302,8,,0.4844,0.5579999999999999,0.85,,7238.0,0.828066915,26500,,1,3,3,0.0,0.0,12.0,42331.0,Bachelors,Private for-profit,Far West,City: Midsize,City
Virginia College-Augusta,3010619,5,,0.8320000000000001,0.53,,,2596.0,0.294358375,11586,,1,2,3,0.0,0.0,12.0,19173.0,Associates,Private for-profit,South East,City: Midsize,City
Midwest Technical Institute-East Peoria,3368302,3,,0.7272,0.7678,,,,0.400473934,9500,,3,1,3,0.0,0.0,21.0,22822.0,Certificate,Private for-profit,Great Lakes,Suburb: Large,Suburb
Brightwood College-Indianapolis,2201806,3,,0.7511,0.6544,,,4482.0,0.259039716,8698,,2,2,3,0.0,0.0,11.0,22995.0,Associates,Private for-profit,Great Lakes,City: Large,City
Dorsey Business Schools-Waterford Pontiac,469207,3,,0.984,0.9894,,,,0.308641975,9500,,3,1,3,0.0,0.0,13.0,25157.0,Certificate,Private for-profit,Great Lakes,City: Small,City
Miller-Motte College-Fayetteville,499203,5,,0.7785,0.657,,,3888.0,0.381242387,10586,,2,2,3,0.0,0.0,12.0,21717.0,Associates,Private for-profit,South East,City: Midsize,City
European Massage Therapy School-Las Vegas,3881401,8,,0.626,0.542,,,,0.653061225,5038,,3,1,3,0.0,0.0,11.0,,Certificate,Private for-profit,Far West,City: Large,City
Harrison College-Grove City,2158417,3,,0.8401,0.9082,1.0,,3458.0,0.411931818,10475,,1,3,3,0.0,0.0,21.0,23651.0,Bachelors,Private for-profit,Great Lakes,Suburb: Large,Suburb
Miller-Motte Technical College-Columbus,2614206,5,,0.9392,0.8706,,,3631.0,0.37487781,11455,,2,2,3,0.0,0.0,12.0,19559.0,Associates,Private for-profit,South East,City: Midsize,City
National University College-Ponce,2260603,9,,0.8815,0.6608,0.7585993182522399,,3203.0,PrivacySuppressed,6000,,1,3,3,0.0,0.0,12.0,8028.0,Bachelors,Private for-profit,Outlying,City: Midsize,City
Fortis College-Grand Prairie,3480304,6,,0.8841,0.8768,,,3802.0,0.298811545,9500,,2,1,3,0.0,0.0,21.0,24746.0,Certificate,Private for-profit,South West,Suburb: Large,Suburb
The Art Institute of Virginia Beach,927007,5,,0.6551,0.6741,,,4175.0,0.544902913,12667,,1,3,3,0.0,0.0,11.0,26356.0,Bachelors,Private for-profit,South East,City: Large,City
Bryant & Stratton College-Bayshore,267815,3,,0.8547,0.8925,,,4166.0,0.408943089,9500,,1,3,3,0.0,0.0,21.0,16432.0,Bachelors,Private for-profit,Great Lakes,Suburb: Large,Suburb
Virginia College-Columbia,3010621,5,,0.9021,0.4927,,,2749.0,0.294358375,11586,,1,2,3,0.0,0.0,21.0,19195.0,Associates,Private for-profit,South East,Suburb: Large,Suburb
Fortis College-Indianapolis,2245505,3,,0.7749,0.8355,,,5625.0,0.299810247,11142,,2,2,3,0.0,0.0,11.0,21177.0,Associates,Private for-profit,Great Lakes,City: Large,City
Brightwood College-Arlington,3272303,6,,0.7379,0.5507,,,,0.3045085,9108.5,,2,2,3,0.0,0.0,11.0,20581.0,Associates,Private for-profit,South West,City: Large,City
Brightwood College-Charlotte,2326203,5,,0.7639,0.5832,,,3749.0,0.298245614,8702,,2,1,3,0.0,0.0,11.0,21461.0,Certificate,Private for-profit,South East,City: Large,City
Empire Beauty School-E Memphis,817810,5,,0.7287,0.6559,,,,0.368,8526,,3,1,3,0.0,0.0,11.0,13527.0,Certificate,Private for-profit,South East,City: Large,City
Empire Beauty School-Nashville,1054213,5,,0.5567,0.6082,,,,0.469135803,9500,,3,1,3,0.0,0.0,21.0,12897.0,Certificate,Private for-profit,South East,Suburb: Large,Suburb
Empire Beauty School-Jackson,757310,5,,0.8248,0.7007,,,,0.481617647,8652,,3,1,3,0.0,0.0,13.0,12576.0,Certificate,Private for-profit,South East,City: Small,City
Empire Beauty School-Springfield,966413,2,,0.6269,0.6806,,,,0.342948718,8830,,3,1,3,0.0,0.0,21.0,15652.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Empire Beauty School-Paramus,757301,2,,0.4859,0.6271,,,,0.481617647,8652,,3,1,3,0.0,0.0,21.0,13738.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Empire Beauty School-Speedway,2079411,3,,0.8034,0.7483,,,,0.458874459,9205,,3,1,3,0.0,0.0,21.0,13598.0,Certificate,Private for-profit,Great Lakes,Suburb: Large,Suburb
Empire Beauty School-Morrow,757308,5,,0.715,0.6265,,,,0.481617647,8652,,3,1,3,0.0,0.0,21.0,14264.0,Certificate,Private for-profit,South East,Suburb: Large,Suburb
Strayer University-Arkansas,145984,5,,0.7829,0.7961,,,,0.529604068,9704,,1,4,3,0.0,0.0,12.0,23814.0,Graduate,Private for-profit,South East,City: Midsize,City
Strayer University-Georgia,145939,5,,0.754,0.8114,,,6382.0,0.529604068,9704,,1,4,3,0.0,0.0,21.0,26031.0,Graduate,Private for-profit,South East,Suburb: Large,Suburb
Strayer University-Mississippi,145991,5,,0.763,0.9191,,,6545.0,0.529604068,9704,,1,4,3,0.0,0.0,12.0,,Graduate,Private for-profit,South East,City: Midsize,City
Strayer University-South Carolina,145937,5,,0.6935,0.7765,,,6668.0,0.529604068,9704,,1,4,3,0.0,0.0,13.0,26530.0,Graduate,Private for-profit,South East,City: Small,City
Strayer University-Texas,145987,6,,0.6275,0.7273,,,6329.0,0.529604068,9704,,1,4,3,0.0,0.0,11.0,26247.0,Graduate,Private for-profit,South West,City: Large,City
The Art Institute of San Antonio,2117104,6,,0.6093,0.7112,,,4562.0,0.716395864,12667,,1,3,3,0.0,0.0,11.0,25293.0,Bachelors,Private for-profit,South West,City: Large,City
The Hair Design School-S Memphis,2079409,5,,0.8548,0.722,,,,0.458874459,9205,,3,1,3,0.0,0.0,11.0,12173.0,Certificate,Private for-profit,South East,City: Large,City
The Hair Design School-Charlotte,2173210,5,,0.7833,0.6798,,,,0.342665174,8628,,3,1,3,0.0,0.0,11.0,12668.0,Certificate,Private for-profit,South East,City: Large,City
The Hair Design School-E Greensboro,757304,5,,0.7202,0.5907,,,,0.481617647,8652,,3,1,3,0.0,0.0,11.0,13326.0,Certificate,Private for-profit,South East,City: Large,City
The Hair Design School-Winston-Salem,757312,5,,0.6771,0.5625,,,,0.481617647,8652,,3,1,3,0.0,0.0,12.0,12217.0,Certificate,Private for-profit,South East,City: Midsize,City
Empire Beauty School-West Palm,966410,5,,0.6045,0.7388,,,,0.342948718,8830,,3,1,3,0.0,0.0,21.0,12573.0,Certificate,Private for-profit,South East,Suburb: Large,Suburb
Empire Beauty School-Pineville,945910,5,,0.753,0.6386,,,,0.401234568,9261,,3,1,3,0.0,0.0,21.0,14015.0,Certificate,Private for-profit,South East,Suburb: Large,Suburb
The Hair Design School-N Memphis,1260605,5,,0.8036,0.6964,,,,0.261306533,8693,,3,1,3,0.0,0.0,11.0,12750.0,Certificate,Private for-profit,South East,City: Large,City
Virginia Tech Carilion School of Medicine,4218600,5,,,,,,11451.0,,PrivacySuppressed,,1,4,2,0.0,0.0,13.0,,Graduate,Private non-profit,South East,City: Small,City
Broadview Entertainment Arts University,1116603,7,,0.5942,0.7464,,,3000.0,0.577956989,13390,,1,3,3,0.0,0.0,21.0,16875.0,Bachelors,Private for-profit,Rocky Mtns,Suburb: Large,Suburb
Bryant & Stratton College-Hampton,267816,5,,0.8676,0.8369,,,3723.0,0.408943089,9500,,1,3,3,0.0,0.0,12.0,15465.0,Bachelors,Private for-profit,South East,City: Midsize,City
Paul Mitchell the School-Phoenix,4174100,6,,0.5773,0.6545,,,,PrivacySuppressed,12587.5,,3,1,3,0.0,0.0,11.0,17610.0,Certificate,Private for-profit,South West,City: Large,City
All Beauty College,4174200,6,,0.7647,0.7059,,,,PrivacySuppressed,6333,,3,1,3,0.0,0.0,33.0,8051.0,Certificate,Private for-profit,South West,Town: Remote,Town
Golden State College of Court Reporting,4150100,8,,0.2969,0.4844,,,,PrivacySuppressed,19872,,2,1,3,0.0,0.0,13.0,21115.0,Certificate,Private for-profit,Far West,City: Small,City
Trinity School of Health and Allied Sciences,4160100,8,,0.2923,0.3451,,,,PrivacySuppressed,16101,,3,1,3,0.0,0.0,11.0,17257.0,Certificate,Private for-profit,Far West,City: Large,City
Paul Mitchell the School-Modesto,4162800,8,,0.901,0.9356,,,,PrivacySuppressed,7259,,3,1,3,0.0,0.0,12.0,6812.0,Certificate,Private for-profit,Far West,City: Midsize,City
Cosmo Beauty Academy,4163400,8,,0.4675,0.4545,,,,PrivacySuppressed,6573,,3,1,3,0.0,0.0,13.0,7645.0,Certificate,Private for-profit,Far West,City: Small,City
Paul Mitchell the School-Fresno,4165900,8,,0.7314,0.625,,,,PrivacySuppressed,10556,,3,1,3,0.0,0.0,11.0,14278.0,Certificate,Private for-profit,Far West,City: Large,City
Unitek College,4169700,8,,0.1965,0.2014,,,671.0,PrivacySuppressed,9500,,1,3,3,0.0,0.0,21.0,27848.0,Bachelors,Private for-profit,Far West,Suburb: Large,Suburb
Gurnick Academy of Medical Arts,4169800,8,,0.6275,0.6347,,,7525.0,PrivacySuppressed,16943,,1,2,3,0.0,0.0,21.0,24566.0,Associates,Private for-profit,Far West,Suburb: Large,Suburb
Southern California University SOMA,4172000,8,,,,,,,,PrivacySuppressed,,1,4,3,0.0,0.0,11.0,,Graduate,Private for-profit,Far West,City: Large,City
Paul Mitchell the School-East Bay,4175200,8,,0.5575,0.6578,,,,PrivacySuppressed,10556,,3,1,3,0.0,0.0,21.0,13336.0,Certificate,Private for-profit,Far West,Suburb: Large,Suburb
South University-Richmond,1303910,5,,0.6198,0.8189,,,5674.0,0.562656016,9500,,1,4,3,0.0,0.0,21.0,25202.0,Graduate,Private for-profit,South East,Suburb: Large,Suburb
South University-Virginia Beach,1303911,5,,0.6796,0.6409,,,5709.0,0.562656016,9500,,1,4,3,0.0,0.0,11.0,25176.0,Graduate,Private for-profit,South East,City: Large,City
Aveda Institute-Denver,4167100,7,,0.2626,0.3632,,,,PrivacySuppressed,12000,,2,1,3,0.0,0.0,11.0,13710.0,Certificate,Private for-profit,Rocky Mtns,City: Large,City
Paul Mitchell the School-Colorado Springs,4170200,7,,0.5881,0.5155,,,,PrivacySuppressed,7500,,2,1,3,0.0,0.0,11.0,17029.0,Certificate,Private for-profit,Rocky Mtns,City: Large,City
The Salon Professional Academy-Colorado Springs,4173800,7,,0.3365,0.3077,,,,PrivacySuppressed,7920,,2,1,3,0.0,0.0,11.0,11845.0,Certificate,Private for-profit,Rocky Mtns,City: Large,City
Paul Mitchell the School-Delaware,4171100,2,,0.6119,0.6716,,,,PrivacySuppressed,9833,,3,1,3,0.0,0.0,21.0,13496.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Future-Tech Institute,4116400,5,,1.0,0.0,,,,,PrivacySuppressed,,3,1,3,0.0,0.0,11.0,4945.0,Certificate,Private for-profit,South East,City: Large,City
Marchman Technical Education Center,4146300,5,,0.6738,0.0,,,,,PrivacySuppressed,,2,1,1,0.0,0.0,21.0,7637.0,Certificate,Public,South East,Suburb: Large,Suburb
The Salon Professional Academy-Ft Myers,4167300,5,,0.6226,0.6415,,,,PrivacySuppressed,11667,,3,1,3,0.0,0.0,13.0,13151.0,Certificate,Private for-profit,South East,City: Small,City
Unity Cosmetology College,4170800,3,,0.6667,0.5758,,,,PrivacySuppressed,10100,,3,1,3,0.0,0.0,32.0,15121.0,Certificate,Private for-profit,Great Lakes,Town: Distant,Town
Universal Spa Training Academy,4175000,3,,0.3268,0.4379,,,,PrivacySuppressed,7917,,3,1,3,0.0,0.0,21.0,10753.0,Certificate,Private for-profit,Great Lakes,Suburb: Large,Suburb
The Salon Professional Academy-Evansville,4172700,3,,0.3452,0.5536,,,,PrivacySuppressed,9833,,3,1,3,0.0,0.0,12.0,11728.0,Certificate,Private for-profit,Great Lakes,City: Midsize,City
Tri County Regional Vocational Technical High School,4122000,1,,0.2727,0.0,,,,,PrivacySuppressed,,3,1,1,0.0,0.0,21.0,9755.0,Certificate,Public,New England,Suburb: Large,Suburb
Compass College of Cinematic Arts,4163300,3,,0.5773,0.9072,1.0,,4250.0,PrivacySuppressed,15029.5,,1,2,2,0.0,0.0,12.0,20441.0,Associates,Private non-profit,Great Lakes,City: Midsize,City
Nova Academy of Cosmetology,4157600,4,,0.531,0.6372,,,,PrivacySuppressed,7750,,3,1,3,0.0,0.0,12.0,14589.0,Certificate,Private for-profit,Plains,City: Midsize,City
Starting Points Inc,4154500,2,,0.9149,0.9149,,,,,5500,,3,1,2,0.0,0.0,12.0,17851.0,Certificate,Private non-profit,Mid East,City: Midsize,City
SAE Institute of Technology-New York,3988300,2,,0.5764,0.7315,,,,PrivacySuppressed,5500,,3,1,3,0.0,0.0,11.0,35169.0,Certificate,Private for-profit,Mid East,City: Large,City
The Artisan College of Cosmetology,4167700,3,,0.8235,0.6471,,,,PrivacySuppressed,9500,,2,1,3,0.0,0.0,32.0,7170.0,Certificate,Private for-profit,Great Lakes,Town: Distant,Town
Sage School of Massage & Esthetics,4167400,8,,0.5217,0.7826,,,,PrivacySuppressed,7600,,3,1,3,0.0,0.0,13.0,17708.0,Certificate,Private for-profit,Far West,City: Small,City
Peloton College,4168700,6,,0.85,0.8,,,3792.0,PrivacySuppressed,9500,,2,1,3,0.0,0.0,11.0,5220.0,Certificate,Private for-profit,South West,City: Large,City
Salon & Spa Institute,4169000,6,,0.6696,0.6609,,,,PrivacySuppressed,9050,,3,1,3,0.0,0.0,12.0,14359.0,Certificate,Private for-profit,South West,City: Midsize,City
American Beauty Academy,4169900,7,,0.3725,0.4118,,,,PrivacySuppressed,6802,,3,1,3,0.0,0.0,21.0,7983.0,Certificate,Private for-profit,Rocky Mtns,Suburb: Large,Suburb
Summit Salon Academy,4170100,8,,0.5132,0.5702,,,,PrivacySuppressed,10166,,2,1,3,0.0,0.0,12.0,14115.0,Certificate,Private for-profit,Far West,City: Midsize,City
Paul Mitchell the School-Milwaukee,4165300,3,,0.5567,0.6059,,,,PrivacySuppressed,12000,,2,1,3,0.0,0.0,13.0,12765.0,Certificate,Private for-profit,Great Lakes,City: Small,City
Touro University Worldwide,4142500,8,,0.2692,0.8675,,,6646.0,,7500,,1,4,2,0.0,0.0,21.0,10467.0,Graduate,Private non-profit,Far West,Suburb: Large,Suburb
Touro University California,4142600,8,,,,,,8062.0,PrivacySuppressed,13833,,1,4,2,0.0,0.0,12.0,,Graduate,Private non-profit,Far West,City: Midsize,City
The Chicago School of Professional Psychology at Washington DC,2155306,2,,,,,,7021.0,PrivacySuppressed,3094,,1,4,2,0.0,0.0,11.0,,Graduate,Private non-profit,Mid East,City: Large,City
Touro University Nevada,4142601,8,,0.3871,0.6129,,,8184.0,PrivacySuppressed,13833,,1,4,2,0.0,0.0,11.0,,Graduate,Private non-profit,Far West,City: Large,City
Herzing University-Kenosha,962103,3,,0.7724,0.8805,0.92670598146588,,6430.0,0.529329609,10858,,1,4,3,0.0,0.0,22.0,21307.0,Graduate,Private for-profit,Great Lakes,Suburb: Midsize,Suburb
Herzing University-Brookfield,962104,3,,0.6543,0.821,0.92670598146588,,5932.0,0.529329609,10858,,1,4,3,0.0,0.0,21.0,22798.0,Graduate,Private for-profit,Great Lakes,Suburb: Large,Suburb
Texas A&M University-San Antonio,363901,6,937.0,0.4996,0.5744,0.82366557734204,,7301.0,0.689497717,12500,,1,4,1,0.0,0.0,41.0,,Graduate,Public,South West,Rural: Fringe,Rural
Fortis Institute-Houston,3424401,6,,0.63,0.6876,,,,0.272493573,9500,,2,1,3,0.0,0.0,11.0,23667.0,Certificate,Private for-profit,South West,City: Large,City
Southern Careers Institute-Brownsville,3035305,6,,0.9202,0.8179,,,,0.281569966,8444,,3,1,3,0.0,0.0,12.0,23127.0,Certificate,Private for-profit,South West,City: Midsize,City
Southern Careers Institute-Harlingen,3035306,6,,0.9454,0.8604,,,,0.281569966,8444,,3,1,3,0.0,0.0,13.0,22420.0,Certificate,Private for-profit,South West,City: Small,City
Strayer University-Global Region,145900,2,,0.6502,0.7359,,,7074.0,0.529604068,9704,,1,4,3,0.0,0.0,11.0,25734.0,Graduate,Private for-profit,Mid East,City: Large,City
Kenneth Shuler School of Cosmetology-Florence,3052301,5,,0.8115,0.5984,,,,0.25974026,9264,,3,1,3,0.0,0.0,23.0,14538.0,Certificate,Private for-profit,South East,Suburb: Small,Suburb
Fortis College-Columbia,1031906,5,,0.8109999999999999,0.7505,,,5229.0,0.339691856,9909,,2,2,3,0.0,0.0,12.0,17365.0,Associates,Private for-profit,South East,City: Midsize,City
California University of Management and Sciences,4133100,8,,0.0392,0.0392,,,4570.0,,PrivacySuppressed,,1,4,2,0.0,0.0,11.0,19945.0,Graduate,Private non-profit,Far West,City: Large,City
Ross Medical Education Center-Davison,2339703,3,,0.6197,0.5563,,,,0.347958562,9500,,3,1,3,0.0,0.0,21.0,20659.0,Certificate,Private for-profit,Great Lakes,Suburb: Large,Suburb
Ross Medical Education Center-Granger,2180108,3,,0.6618,0.4653,,,2375.0,0.310047847,9500,,2,2,3,0.0,0.0,13.0,19322.0,Associates,Private for-profit,Great Lakes,City: Small,City
Ross Medical Education Center-Niles,2533603,3,,0.6647,0.5196,,,,0.333333333,9500,,3,1,3,0.0,0.0,21.0,18066.0,Certificate,Private for-profit,Great Lakes,Suburb: Large,Suburb
Ross Medical Education Center-Canton,2099705,3,,0.5299,0.5418,,,,0.296614211,9500,,3,1,3,0.0,0.0,21.0,18736.0,Certificate,Private for-profit,Great Lakes,Suburb: Large,Suburb
Pima Medical Institute-Houston,2217118,6,,0.4865,0.6398,,,5600.0,0.451013926,8445,,2,2,3,0.0,0.0,11.0,19291.0,Associates,Private for-profit,South West,City: Large,City
Illinois Media School-Chicago Campus,3101801,3,,0.7285,0.828,,,,0.460093897,9500,,3,1,3,0.0,0.0,11.0,18512.0,Certificate,Private for-profit,Great Lakes,City: Large,City
South Texas Vocational Technical Institute-San Antonio,2306808,6,,0.7386,0.7722,,,,0.366666667,8735,,3,1,3,0.0,0.0,11.0,26422.0,Certificate,Private for-profit,South West,City: Large,City
Concorde Career College-Dallas,887101,6,,0.3509,0.3917,0.78991596638655,,5410.0,0.459555556,9500,,2,2,3,0.0,0.0,11.0,21135.0,Associates,Private for-profit,South West,City: Large,City
Concorde Career Institute-Orlando,2089601,5,,0.4161,0.4734,0.68210526315789,,4897.0,0.288632327,9500,,2,2,3,0.0,0.0,12.0,21430.0,Associates,Private for-profit,South East,City: Midsize,City
Concorde Career College-San Antonio,2361602,6,,0.406,0.4423,0.8321554770318,,4989.0,0.334288443,9500,,2,2,3,0.0,0.0,11.0,21477.0,Associates,Private for-profit,South West,City: Large,City
Ecotech Institute,3010622,7,,0.5668,0.3955,,,4001.0,0.294358375,11586,,2,2,3,0.0,0.0,11.0,20809.0,Associates,Private for-profit,Rocky Mtns,City: Large,City
Johnson & Wales University-Online,340400,1,,0.4755,0.8042,0.78887578101105,,9256.0,0.802643573,16952,,1,4,2,0.0,0.0,12.0,,Graduate,Private non-profit,New England,City: Midsize,City
